id,image1Text,image2Text,image3Text
ga080503,I'm a dork...,"I'm a dork...I'm a dork, dork, dork...","GARFIELD, STOP MESSING WITH MY RINGTONE! I'm a dork..."
ga080505,"Hello, birds in the trees","Hello, sun in the sky","Hello, pothole in the driveway"
ga080507,So what is it like growing up the only daisy in a patch of weeds?,"It was tough, man. They teased me every day...they called me...",*SOB* ...PRETTY BOY! The fiends
ga080508,You'll have to excuse me...sometimes I say things without really thinking first,you pathetic meow sack!,sort of just like that
ga080509,What's the occasion?,Big date? Wedding? Polka club meeting?,Never mind.
ga080510,Whatever you do...,DO IT IN MODERATION!,I thank you!
ga080512,"Hey, there's Arlene...",SUUUUUCK,Are you feeling okay? Not really. But how do I look?
ga080513,Arlene! Fancy meeting you here!,I always dine Alfresco on tuesday nights. You do?,Sure. It's trash night. I hope they serve mints.
ga080514,"Garfield, you like me, don't you` Sure.","By the way, you're sitting in my spot.","I like you too, Garfield."
ga080515,"So how's domestic life treating you, Garfield? Awful!",Jon used too much oregano in the lasagna tonight...,"I grieve for you, Garfield. It's a jungle in there, Arlene."
ga080516,"Don't you hate being an alley cat, Arlene?",...don't you have to live with a *dog*?,Sure is a quiet night.
ga080517,"All you think about is yourself, Garfield.",That's not true!,Sometimes *I* think about *you* thinking about *me*. sigh
ga080521,TAP BOBK,,You'll have to play that one from the parking lot. STUPID GIANT BUNNY RABBIT!!
ga080522,Darn! It went in the water! Right into the mouth of the giant plaster snake.,slosh slosh slosh,YAAAHHHHHH Wow. I could've *sworn* that was plaster.
ga080523,So how did I do on the front nine? We're still adding up your score.,,My cell phone has a calculator. NEVER MIND!!
ga080524,So what? So your girlfriend beat you at miniature golf...so she better cooks than you...so she's smarter than you...,,*You* are pathetic.
ga080526,"Hey, what are you looking at, fuzzball? Lunch, if you don't can the attitude.","Ha! I eat cats like you for breakfast! Oh, yeah?",? Prove it!
ga080527,"Nermal, have you ever had cosmetic surgery? Can you keep a secret?",Yes. See this eyelash?,Yessss?... *That's* real.
ga080528,"Garfield, have *you* ever thought about cosmetic surgery? What, improve on *this*?",,"That has to be the best straight line you've ever given me. It was a accident, okay?"
ga080529,You're not so cute.,,"Eww, yes you are. Why, thank you."
ga080530,You think *you're* the only one who can look cute?,Check *this* out!,"You call *that* cute? Wait, wait. I'm a little out of practice."
ga080531,Don't hate me because I'm cute.,,I' m getting tired of replacing that door. Try spackle.
ga080602,Water $20,Nobody's going to pay that.,Free cup of salt?
ga080604,Dogs...,,THUD They aren't real good at sharp turns.
ga080605,,,That's a lot of sausages. That's so I can find my way back to the butcher shop.
ga080606,"Hey, Garfield! Come and see!",,"Not particularly moved by sunrises, are we?"
ga080607,I would like to dedicate this next number to my idol.,BLAAAATTPP,"Obviously, my idol does not play the trumpet."
ga080610,"Don't let this birthday thing get you down, Garfield.","Hey, your age is only a number...right?","A big honking number. The ears still work, by the way."
ga080611,"Hey, geezer.",I hear your birthday cake is coming with a smoke alarm!,That spider looks like it's laughing. Get me a ladder and a bat.
ga080612,Another birthday...maybe it's time to start thinking about my future.,Time to start making some plans...,Time to put that new hip on layway. So *that's* why cats eat mice.
ga080613,clack clack clack clack clack clack,clack clack clack clack clack,I am NOT OLD!
ga080614,Have you thought about what kind of birthday cake you want?,,"Besides ""large""? There's another kind?"
ga080616,Only three more days...,And you'll be a year older.,Sez you!
ga080617,Garfield's birthday is coming up.,"Presents, presents, and more presents!",What do you get for the cat who wants everything?
ga080619,"In the minus column, there's loss of memory, loss of hair, acquisition of nose and ear hair, liver spots, wrinkles, achy joints, and saggy skin.",In the plus column: cake.,No contest. HAPPY BIRTHDAY!
ga080620,"Hi, Liz! Hello, Jon.",Wow! What smells so good? My perfume?,"Mmmmm...beef... Ah, that would be my *other* perfume."
ga080621,Whoo! Am I full! What a meal that was! pat pat pat,"Boy, that liz sure can cook!","Wanna smell my beef breath? You're a cruel, cruel man."
ga080623,Jon's washing his car.,All done!,
ga080624,"Well, *that* was aggravating.",I got one of those shopping carts with a weird wheel.,I had to shop in circles for an hour. I hope it was in the donut aisle.
ga080625,,How was the meat loaf? Great!,BLEAH!
ga080626,Wow.,,There sure is a lot of napping going on.
ga080628,Supergarfield stands for truth...,Justice...,And shedding!
ga080701,Who are you? I'm a barn cat.,I'm Garfield. I'm Barney.,"Where do you live? Okay, Flash, let's start again..."
ga080702,What are you? I'm a chicken.,Riiiight...,"If you're a chicken, where's the breading?"
ga080703,"Kids, farms are where we get our food.","Cereal, fruit, vegetables...","Excuse me, sir. Where might I find the whipped cream trees?"
ga080704,Looks like rain. Yup.,Yup. Yup.,"Yup, yup. Yup, yup, yup. And they say the art of conversation is dead."
ga080705,One of the best things about the farm is all the *nature*...,It's *everywhere*!,Like under your shoe.
ga080706,WHAT is THAT?! THAT?,YEEEEEEEEEK!!! Poor thing.,She found the powder blue polyester leisure suit. It still fits!
ga080707,"We've been together a long time, Garfield. Long time.",Remember the good old days? That's not what I'd call them.,Remember when I got the brussels sprout stuck in my navel? Those were the STUPID old days.
ga080708,"Hey, Garfield, you know that checkout lane at the grocery store for 10 items or less?","Well, Sir, I made it through with 12, count em', *12* items!","One small step for man, one giant leap for nerdkind."
ga080709,I like to think I'm unique.,,"Believe me, Jon, we *all* like to think you're unique."
ga080710,"Through the dragon's nose, over the moat under the castle, and into the hole!",WHACK!,"Over the dragon, under the lights, through the snack bar, and into a fat lady's chilli dog. FORE!"
ga080711,"Let's see, that's another hole in one for me...","And another hole in one for you, too, Garfield.",And where's Jon? He's still cursing out the plaster pirate on thirteen.
ga080712,Jon suspects nothing.,,Darn guard sock puppet.
ga080714,I don't think I'm getting enough rest.,Not to worry!,I'll pick up the slack.
ga080715,I don't suppose you'll be moving today?,I don't suppose you'd care to get some exercise?,I don't suppose you'd care to go outside?! I don't suppose you see any wheels on this bed?
ga080716,"Two days, and you haven't so much as moved an Eyelid!",That must take some willpower. Au contraire.,MOVING required willpower.
ga080717,"Day three, and you still haven't moved. Aren't you afraid of losing muscle tone?",,"Sorry, stupid question. I'll say."
ga080718,I had trouble sleeping.,,I tossed and turned all afternoon.
ga080719,Z,Wake up!,Didn't I do that yesterday?
ga080722,,,
ga080724,"You're at the top of my hate list, FATSO!",SMACK,Right up there with magazines!
ga080725,"Okay, men!",HEAVE...HO!!!,This does not bode well... Bring in the giant cactus plant!
ga080726,,SMACK!,"For this, I went to college?"
ga080728,Z,Awwww. Z,He remembered my birthday. Z
ga080730,There's nothing like a fresh vegetable.,And let's keep it that way!,
ga080731,"Who's that? That's my neighbor, Mrs. Feeny.",,Why is she digging a moat around her house? I have my suspicions...
ga080801,Liz paid for our date last night.,That made me feel a little weird.,"It was a *good* weird, though. Free weird is a good weird."
ga080804,I bought Liz a dozen roses today...for no reason at all!,I bet she'll be so surprised...,"FOR FIFTY BUCKS, SHE'D BETTER!!! A fleeting moment of male clarity."
ga080805,"Oooh, Flowers! Yeah, I got them from my latin dance instructor, Raoul.","Oh... Kidding! They're for you, hon.",Oh! I haven't tangoed since the Eisenhower administration.
ga080806,"Look, flowers! Liz sent *me* flowers!",,Is that even legel? Better draw the blinds.
ga080807,"Thanks for the flowers, Liz! You're welcome, Jon.",They were great.,"""Were""? Were. BURP"
ga080809,I'm back from the store!,sklish sklish sklish sklish sklish sklish,"The sprayers in the produce aisle got me again. In the right light, you do resemble a giant brussels sprout."
ga080810,couldn't have planned that better if I'd tried!,,WHOP! goiyoiyoiyoing! Order the pizza!
ga080811,"Odie, fetch me a pizza.",,This is one of the good dreams.
ga080812,,Hmmm.,Funny leftovers or pizza? Just dial.
ga080813,I'm going to order a pizza.,bip bip boop beep bip,"And I can do it without the pompons. Oh, c'mon...gimme a ""p""."
ga080814,Frank's pizza? This is Jon Arbuckle...I'd like to order my usual.,Oh.,Their forklift's in the shop. We'll starve!
ga080815,...and deliver the pizza as soon as you can.,How eill you know the right house?,You'll know. I need more flares.
ga080818,What do you have in your mouth?,,What's that? An inventory list.
ga080819,I have generously decided to allow you to speak to me.,You're fat.,I'm too generous.
ga080820,Ahem.,I am not too fat!,And I am not sensitive about my weight!
ga080821,I'm fat.,You're fat.,AM NOT!
ga080822,I am not.,You're fat.,We've had that conversation before.
ga080823,Hey!,"You don't weigh much! Why, thank you",...for a guy without tusks. I knew it.
ga080825,,CRACK!,You must diet now. Be a pal and slide some food down here.
ga080826,You should eat a little less at each meal.,"I could do that, I suppose.","Of course, it would mean doubling up on the snacks!"
ga080827,Did you ever stop to think that you might eat so much because of some emotionel need?,...that you eat to compensate for some inner need? Of course.,"It's called hunger, you dipstick."
ga080828,"I know it's hard, but try not to think of food.",Try to visualize a peaceful meadow... I see it.,"Under a tree, sits a beautiful girl... Wearing a dress made of bacon."
ga080829,I'm not fond of salads...,And they hate me.,DOINK! Stop throwing croutons at me!
ga080830,How to lose weight,What a great book!,It's perfect for sneaking snacks. MUNCH MUNCH
ga080901,If you lost a little weight...,...you'd still be fat. All right!,Dieting is futile!
ga080902,Liz is going to call me!,,Any hour now! Be sure to tell her how pathetic you are.
ga080903,RING,Meow!,"That was Liz. She wanted to talk to you, but I meowed her out of it."
ga080904,I wonder what Liz is doing right now...,And now...,And now... WHAN WHAM WHAM WHAM
ga080905,"Would you like to go dancing saturday night, Jon?",WOULD I?,Would I? As long as I don't have to watch.
ga080906,Fish are fascinating to watch.,Like when they're in a frying pan!,I assume you are taking that to the kitchen?
ga080907,three,day,old taco.
ga080908,Garfield!,A mouse! Correct.,You *do* know your rodents.
ga080909,,"If anybody asks, I'm chasing you. Okay.",He's chasing me.
ga080913,"Greetings, fellow mice!",,What are you going to do about that? Take him to a tiny optometrist?
ga080915,"""Amanda Irkburger and Earl Smooch were joined in holy matrimony last saturday"".","""...the reception was held at the Mulligan Pine Country Club"".",Nice picture of you. There was cake.
ga080916,I got a traffic ticket today...,For singing at a red light with my windows down.,I have to pay a fine and carry a pitch pipe in my car all times. I've heard you sing...you got off easy.
ga080917,Z Odie is dreaming about chasing a rabbit.,AR!,YIP! YIP! YIP! It always ends with the rabbit beating the stuffing out of him.
ga080918,Is your Chili spicy? Not really.,GAAAHH! MY THOAT! MILK! ICE WATER! ALOE VERA!!!,Unless you're a weenie BRing it on! Joooon... I CAN'T SEE!!!
ga080922,These new laptop computers look pretty cool.,Maybe I should get one.,What do you think? They'll never replace cats.
ga080923,tic tic tic tic tic tic,12...36...48...ah...72 point.,FEED ME
ga080924,Garf1: Meow meow meow Whiskers232: Mew mew mew tic tic tic,Pussnboots113: Hiiiisssss! Whiskers232: Hiiiiisssss!,Pussnboots113: Fft! Fft! Rowr!! These cat chat rooms can get pretty ugly.
ga080925,You have mail. click,"Dear spider, 3...2...1...",
ga080926,,click click click click click click click click click click click,I'm here to deliver you three tons of dried flies...
ga080927,,,I think I'm losing my touch.
ga080929,Do you remember my old girlfriend Ingrid? Nope.,...the one with the bulging biceps? Not at all.,...the cat hugger? Like it was yesterday.
ga080930,Remember my old girlfriend Jodell?,You know...the psycho?,You'll have to be more specific.
ga081001,Do you remember my old girlfriend Loretta? No.,The one with the huge buckteeth? You know I'm terrible with names.,"She could open a can with her overbite. Oh, yeah...utensil face!"
ga081003,"Do you remember Myrna, that girl I took out once?",The one with the humongous nostrils?,That's an understatement. I never did find my keys that night.
ga081004,Remember my old girlfriend Griselda?,The one with the bulging jaw muscles?...,"Boy, could she ever put away a rack of ribs. Why you let her get away, I will never know."
ga081006,"I'm sorry, Sir, but a coat and tie are required for dinner.",,DON'T YOU GET ANY GRAVY ON THOSE!
ga081007,It says here a guy ate twenty pounds of baked beans.,In just fifteen Minutes.,"Doesn't say what he won, though. Probably not any new friends."
ga081009,Psst! Liz! Which fork do I use? The salad fork.,Oh.,Psst!
ga081010,I'm back from my dinner date!,"Look, Odie! I brought you a doggie bag!",And here's you kittie bag. That's all?
ga081013,I heard from my cousin Kenny today. Kenny?,"You know, the one with the botched facelift? I know a lot og Kennys.","Looks like this? Ah, *that* Kenny?"
ga081014,There are my frat buddies in college.,We had some great times.,"Good ol' ""Ph Ama Geeka"". Is that a keg of herbal tea?"
ga081015,My frat brothers were real practical jokers.,"It was all innocent fun, though.","That's me, asleep, with a chicken glued to my forehead. Hang on, I'm writing this down."
ga081016,Here I am in the homecoming parade.,I got to dress up and ride on the float my fraternity built.,That's the biggest pocket protector I've ever seen. I'm the third mechanical pencil from the left.
ga081017,There's Doc Boy with his girlfriend. And there he is with his prize pig!,,I think I have those in backward. Hard to tell...they're both wearing ribbons.
ga081021,,,"You're right, Odie. That other dog *is* stupid looking."
ga081022,,,And just what...? Did you know people feed ducks in the park?
ga081023,,Well!,Looks like *some*one had a good night. I had a suicidal giant cookie dream again.
ga081024,"Mmm! These Escargots are good! You have a very sophisticated palate, Sir.",Hmm? Not everyone appreciates the fine taste of snails.,PHHHHHT
ga081025,Eww...ick! Get away!,Help! Affectionate dog!,
ga081027,,,I'll never eat an entire plate of Jalapeno poppers before bed again.
ga081028,,,Do us all a huge favor and wake up.
ga081029,"Weird dream, huh? You said it.","Tell me, is it yours or mine? I'm not sure.",...or theirs.
ga081030,,,"You know, once I had a dream where I could fly... Is it morning yet?"
ga081031,,,
ga081101,,,Loved your pie!
ga081102,little closer.,Got any jelly,filled? Just glazed tonight.
ga081103,"I'll walk you to your car, Liz...","Oh, Jon, you're such a perfect gentleman! kiss","Oh, Jon, you're such a perfect gentleman! Jealus"
ga081104,,No Dogs Allowed,Meow!
ga081105,"Hi, I'm your friendly neighborhood flea.","Hey, little fella. Excuse me just for a moment.",Do we have any dynamite?
ga081106,I may just blow off this entire day and do nothing.,What do you think? Sure...,"Come on in, the lethargy's fine."
ga081107,"Oooh, Jon! They have *oysters* here! Oysters?","Let's order some! Um, sure.",So how was your date?
ga081108,,What's with the cupcake?,It's the leftover meat loaf's birthday!
ga081110,"Hi, Dad?... It's Jon! Hold on a minute, son.",SQUAWK! CHOP,I'm helping your mother fix dinner. Sounds farm fresh.
ga081111,"You'd like my girlfriend, Dad. She's great with animals!",I don't know...I'll have to ask her.,How fast can you pluck a chicken?
ga081112,"Dad, I asked my girlfriend, and though she never tried it...",She thinks she could pluck a chicken in about half an hour.,"...Dad? Are you sure enough she's good enough for you, son?"
ga081113,"No, mom, Liz and I are just dating...","No, no barn dances yet...","Yes, I know what goes on at those barn dances... Farm confidential."
ga081115,"Garfield, all I think about is Liz...",I can't think about anything else. I know what you mean...,I can't get my mind off that ham in the fridge.
ga081117,I enjoy eating and sleeping,,Dit I mention eating? You lead a full life.
ga081118,Too much rice!,,That's one man's opinion.
ga081119,How am I to frost the cake now that you've eaten it?,Simple!,Frost this.
ga081120,"Thanks again for dinner, Liz. Good night, Jon.",Sigh. Sigh.,Did you *see* the way she dialed out for pizza? Marry this woman.
ga081121,There is so much in the world I don't know about.,,"But I *do* know where the food is, so...who cares?"
ga081122,It's the first snowflake of winter!,...and the second! And the third!,
ga081124,"Garfield, have you seen my other snow boot?",Garfield?!,Ain't nobody here but us tube socks.
ga081125,,"Base, this is Scout. You are clear to advance!",I had no idea they were that organized. Oorah!
ga081126,I noticed you've been good all day.,"Why, thank you!",I'm cramming for Christmas.
ga081127,"Hi, Odie! tump tump tump",Are you excited about Christmas? Huh? Huh? Boy? Are you excited? Huh? Huh?,TUMP TUMP TUMP TUMP TUMP TUMP TUMP TUMP TUMP TUMP TUMP TUMP TUMP TUMP TUMP TUMP
ga081128,Fa la la la laaa...,La la la...,Ow.
ga081129,"Liz, what would you like for Christmas this year?","Peace on earth, goodwill toward men! Me, too!","He said the same thing last year when she said, ""a pink sweater""."
ga081203,"Okay, I'm plugging in all the Christmas lights!",,"Hey, we didn't blow a fuse! The laval lamp just erupted."
ga081204,,BLINK,
ga081205,Sant Claus is watching you.,,"Watching me, you say? ...your cat named ""Alonzo,"" you say?"
ga081206,"Dear Santa, My cat, Garfield, has been very, very good all year long.",,"I *will* get my pants back, right? *After* you finish the letter."
ga081208,"Ohhh, no! Not YOU again!",Not THIS year...no WAY!!,"Visit Santa ""Jolly old elf,"" my foot. I HAVE A RESTRAINING ORDER!!!"
ga081209,Early Christmas present!,HOLD ON!,"For me? I don't know, let's read the tag."
ga081210,What a wonderful season!,What a beautiful tree!,What a bountiful harvest!
ga081211,I've hidden your Christmas present where you'll *never* find it.,,Tickle me all you want. I'm not telling. He's tougher than I thought.
ga081212,"Look what Liz got me, Garfield!",Candy cane earmuffs!,Small world.
ga081213,,!,
ga081215,Look! A Christmas card from Doc Boy!,See! He even made it himself! Charming...,It's not often you see a holiday sentiment scrawled on a scrap of gunny sack.
ga081216,"Forget it, Garfield...",There's no way you're going to guess your present this year.,"And the turban won't help. I see a carpeted cylinder...yes, it appears to be a scratching post..."
ga081217,I need to dig deep within myself to think of a gift for Liz that truly expresses my feelings for her.,,A coconut monkey head? You're gonna need a backhoe.
ga081218,Here's something your girlfriend might like. What a pretty necklace!,"IT's on sale, too. MUWAH!",Where'd you get the ice cream? They bought it for me while you were unconscious.
ga081219,"Yes, Mom, Liz and I are still together.",Mom! We're not *that* serious!,She wants to give Liz her *corn bread* recipe! You might as well just buy the ring *now*.
ga081220,"""Happy holidays, Jon. All my love, Liz""",,"See? ...right there... ""All my love"". I see it, I see it."
ga081222,Here comes Santa Claus!,"Boy, are you *fat*!","Coming from him, that hurts."
ga081223,,RIP TAER RIP RIP RIP,Not all presents are for you I'm picking up on that.
ga081224,How cute. The pizza delivery guy was dressed as Santa.,Hey! Someone ate our pizza!,BURP
ga081225,,,Merry Christmas!
ga081226,"So, Garfield, did you get everything you wanted for Christmas?",,"That would be impossible, wouldn't it? Wow, two stupid questions in a row."
ga081227,,,This thank you note is gonna be a challenge. Words don't do it justice.
ga081229,Sissy Boy,Sissy Boy,"Sissy Boy It's laundry day, okay?! I like Doc Boy's Christmas presents."
ga081230,I'm making a list of things that need doing around this house.,,New...kitchen...light...bulb. You're writing on my face.
ga081231,"This year, I resolve to stay out of trouble...","Which will require effort, determination...",And being much sneakier.
ga090102,Your boyfriend called again.,"He sais he misses you madly, like a loon, and that dinner tonight cn't come too soon.","He said that? Actually, he sang it, but it wasn't in my key."
ga090103,"Liz, I love how well you and Garfield get along.",It's almost like you and I are proud parents!,"Of a very fat, striped, orange child. Baby hungry."
ga090105,Hello.,Goodbye.,Avoiding the stuff in between is the key to a good relationship.
ga090106,,,"I'm so cool my *shades* are wearing shades! Oh, please!"
ga090107,Am I wasting my life?,Yes.,I withdraw the question. You're talking to a cat.
ga090108,I'm elected to the bad habits hall of fame!,CRUMPLE CRUMPLE,
ga090109,,You miss out on all sorts of things.,Noooow you're getting it.
ga090110,Z,*YAWN*,I wish he'd warn me before stands up.
ga090112,,Morning. Morning.,"And no, I'm *not* turning up the heat!"
ga090113,,,There should be warnings for icy sidewalks!
ga090114,,,
ga090115,"Boy, I could live here...",A TV over there and I'm all set!,"Garfield, unlock the door! If you're not the cable guy, go away! Pizza Delivery"
ga090116,"What are you going to order, Jon?",Food.,I always order food in a restaurant. Maybe I'll have the same.
ga090117,Beware Of Missing Dog,Beware Of Missing Dog,Beware Of Missing Dog Waaait a minute.
ga090118,Thanks for eating Dave. His sister,in,law sent me flowers.
ga090119,Professor Odie will now explain wy dogs eat kids' homework.,,Where's your speech? Burp.
ga090120,I'm taking Odie for a walk. All right.,tappy tappy tappy tappy tappy,Then I'm bringing him back. Oh.
ga090121,Why is Odie holding this big rock?,TONK,That's why.
ga090122,All of my decisions are wrong.,So I've decided to *stop* making decisions!,Good decision.
ga090123,DING!,Are the cookies done?! My underwear is dry!,"What a waste of a perfectly good ""ding""."
ga090124,...and then I hacked up a hairball!,Ha! Ha! Ha! Ha! Ha! Ha!,That's how all my stories end.
ga090126,Beware of Dog,Beware of Dog,Beware of Dog
ga090127,,,I don't like to interrupt Odie when he's deep in lack of thought.
ga090128,I just got a haircut. I see.,,Thank you for not laughing. It ain't easy.
ga090129,sniff sniff sniff sniff sniff,RIIIIING,rrrrrrr
ga090130,,,"Tell me, doctor, is there a cure for dogs?"
ga090131,Is that a cat hair or a dog hair in my food?,"Dog hair, definitely.",My hear wouldn't be caught dead in your cooking.
ga090202,Here.,GARFIELD! I'm on it!,Do your own laundry!
ga090203,And then it occured to me why I was limping all day...,I was only wearing ONE SHOE!,Why isn't he a tourist attraction?
ga090204,,I stepped on gum.,
ga090205,"It says here, ""Hot Dog Hank"" was accosted and robbed in broad daylight today... What's this world coming to?",The thief got away with everything in his cart. Tragic.,Burp. Do you smell sauerkraut?
ga090206,What do you think of a collar with a little bell on it?,Sure!,That way I'll know where you are.
ga090207,,"Oh, great...","This is gonna be all about *you* again, isn't it?"
ga090209,Reservation for two... Name's Arbuckle.,"Ah, yes...we have a special table, just for you...",They know me here. Right under a fire sprinkler.
ga090210,"OH, NO! NOT AGAIN!!!",WHAT HAVE I DONE TO DESERVE THIS?!! Say...I recognize that voice...,"Armando! How are you? Welcome back, Senor Arbuckle."
ga090211,"Every time we come here, we have you as a waiter, Armando. How is that?",,"What a short straw. I am, as you say, cursed."
ga090212,"Sir, before we begin, I have just one request.",Shoot. Please don't order anything on fire.,"I *bought* you a new suit, didn't I?! Yes, but I still have the dreams. Oh, look! Popcorn shrimp!"
ga090213,"Armando, my fork is dirty. My apologies, Sir.",I shall plunge it into my heart and get you a clean one.,"Boy, you've gotta admire that dedication. And that sarcasm."
ga090214,Did you leave Armando a nice tip? Of course.,See? He's waving!,"With his fist? Right on, Armando!"
ga090216,RIIING,RIIING,RIIING It can't be *that* important.
ga090217,RIIING,Hello?,
ga090219,bzzzzzzzz Is that buzzing necessary?,Not really. Good. Then don't!,clang! clang! clang!
ga090220,,They'll get done quicker if you don't stare.,Cookie theories are made to be tested.
ga090223,,,Ice cream truck.
ga090224,,ICE CREAM,ICE CREAM How quaint.
ga090225,HA!,,SPRINKLES AREN'T SO GREAT! You just keep telling yourself that.
ga090226,,Want a lick?,It's tuna ripple.
ga090227,Ambition! That's what I need!,,"Sounds hard though, doesn't it? Welcome to *my* world, Kemo Sabe."
ga090228,,SLAP!,Why did you do that?! A conversation starter?
ga090302,Cats love to explore.,,Has the house always had a backyard?
ga090303,I wonder what Jon is doing.,Is this lint or dust?,WHY do I wonder?!
ga090305,What are you so happy about?,"You've done something awful to me, haven't you?",YAAAAAH! Just playing with your paranoia.
ga090306,I don't feel so good.,How's your diet?,Are you eating enough canaries?
ga090307,Quiet day.,Garfield! Let me in! KNOCK! KNOCK! KNOCK!,Darn. It's back.
ga090309,At least *IVE* had a busy day.,And you think I haven't?,"It's been nonstop nothing all day long, Pal!"
ga090310,,Now *that's* lazy,Z
ga090312,"Why the sad face, mister?","You've got it all! Good looks, personality...",BURP ...tuna breath.
ga090313,"Arbuckle Residence, how may I direct your call? ...please hold...",,"Jon, here. He makes the coffee, too."
ga090314,,"I know, I know...",Those bakery surveillance cameras add ten pounds.
ga090316,There was something I was planning to do today.,"Oh, yeah.",This is it.
ga090317,Every day you seem to get a little lazier.,You got that right.,"That's how I maintain my number one ranking, baby!"
ga090318,Look for that tree! Slow down!,I think I'm going to be sick!,I haven't started the car yet. I'm warming up.
ga090319,You cannot put lasagna between two slices of pizza!,Because it's...uh...,Saaay... Welcome to my world.
ga090320,It isn't winter.,,"It isn't summer, either. I need a bigger wardrobe."
ga090321,Garfield,Garfield,I have a feeling you're trying to tell me something. You are a genius.
ga090322,"gooeyness of cheese, and chewiness of crust.","""Black olive count""? That's a BIG!",*That* was a funny look. Girls are so weird.
ga090323,"If I were the last mouse on earth, would you eat me?",Not a chance...,I'd force you to cook for me.
ga090324,The mice around here are getting pretty brazen. Nonsense.,You're just imagining it.,Are you hogging all the hot water again? GARFIELD!
ga090325,I thought chasing mice was what cats *did*...,But I guess I was mistaken!,And it takes a big man to admit he's wrong! pat pat Nooooot heeelping...
ga090327,Hey! Quite down in there!,Sorry.,I knew this slumber party was a bad idea.
ga090329,ringtone to the sound of a victorian funeral dirge!,,That actually might sound sort of cool. If it ever RANG!
ga090330,Nobody's perfect.,"Hey, Garfield.",Ah! A visual aid!
ga090331,There's our homecoming king and queen.,And that's me...,I was voted homecoming court jester. Snazzy green tights.
ga090401,I'm cool.,There's no such thing as a cool ball of yarn.,How about now? I stand corrected.
ga090402,Time to get up! Z,All right! That's good to know! Thanks for the heads up!,I try to be informative. Z
ga090403,I sometimes make poor decisions.,HA! HA! HA! HA! HA! HA! HA! HA! HA! HA!,"Like thinking you might be sympathetic. Hey, I was laughing *with* you."
ga090404,Life has many mysteries.,Mysteries that pique the intellect.,"And, when dismissed, free a lot of time for eating."
ga090406,I'm getting out of shape.,Maybe you should take up swimming.,MAYBE YOU SHOU'D SHUT UP! I'm good.
ga090407,Anyone home?,No!,No one ever said birds were smart.
ga090408,"Stand back, cat. I'm a black belt! These legs are lethal weapons!",Can you break a brick? Ha! Try me!,Go.
ga090409,Where's Bob? Dunno. Phil? Dunno. Steve? Dunno.,Hmm.,Am I in a horror movie?
ga090410,,"Oh, Garfield.",Yes?
ga090411,"You're looking good, Fred. What's your secret?",I've been working out and watching my diet.,I'm eating healthier!
ga090413,Z,"Hmmm, still dark.",Z
ga090414,"Garfield, you've slept your whole life away!",That's not true.,Although I don't seem to recall my teens.
ga090415,I'm not lazy...,"I'm ""sedentary"".",Which is classy lazy.
ga090416,That's Wally Sneedhocker.,He used to stuff me into my school locker every day.,Now he's an undertaker. Go figure.
ga090418,I made a short list for Jon's trip to the grocery store.,Very short.,Here's what *not* to get.
ga090420,"Say, Jon, why don't I come over anf cook you dinner tonight?",Here? In my kitchen? Sure! Why not?,I guess there's time to hose out the fridge. Jon? ...are you there?
ga090421,Guess what? I'm not cooking tonight...Liz is!,We're SAVED!!,"I mean, oh, really!"
ga090422,Liz will be here any time!,Wait...my watch has stopped!,Now she'll never get here! Let's hope his kind never multiplies.
ga090424,"Sorry my kitchen was such a mess, Liz. Tht's all right, Jon.","I promised I would fix you dinner, though, and I did.","DING DONG There's the pizza now! Lady, I like the way you cook!"
ga090425,"Kiss me, Jon... Ow!",Lip cramp!,"You haven't had a lot of practice kissing, have you? Don't tell his pillow that."
ga090427,,,Some days I can't do anything right.
ga090428,I think goot times are on their way!,,They must be taking the scenic route.
ga090429,We've got a great show tonight.,Or is it tomorrow?,"Oh, Gee. Tonight? Tomorrow? Tonight? Tomorrow? It sure ain't tonight, pal."
ga090430,THONK,Excuse me for a moment,"He prefers to do the ""Stubbed Toe Dance"" in priveate. GAAAH! YEEE! YAHHHH! EEEESH!"
ga090501,"I'm busy. Oh, me too!","Busy, busy, busy, busy, busy, busy!","Busy saying the word ""busy""."
ga090502,"There's nothing like a nice, brisk walk...",You're SO right...,For some of us. FASTER! FASTER!
ga090504,"Among spiders, I'm considered quite handsome",SMACK!,"Well, I WAAAAS!!!"
ga090505,Hi!,SCHWACK,I am taking you OFF my buddy list!
ga090506,"Yeah, I'm on my cell...over in the kitchen beside the stupid cat.",SMACK,Leon?...Leon?... You sound like you're breaking up...
ga090507,Ahem...,I've been appointed by the other spiders to appeal to your sense of humanity. Can't we all just get along?,Well? Bite him on the eyelids!
ga090508,Cootchie.coo!,SMACK!,"Can I get you (hee hee) an Aspirin? Oh, shut up."
ga090509,The cat is out. Please swat yourself.,SMACK,Service just isn't what it used to be.
ga090511,When stalking prey...,It's important to blend you into your background.,Anybody home? NOK NOK
ga090512,Cats can even entertain themselves with an empty grocery bag.,munch munch munch,"It isn't empty, is it? munch munch It will be!"
ga090513,I wonder if I may be serious for a moment.,Woo! Hoo! Woo woo!!,Apparently not.
ga090515,YAAAAAAH!!,What a horrible nightmare!,It's good to be awake. Look. They've made donuts illegal.
ga090516,"Don't try to challenge my authority, Garfield.","No, sir, I won't.",You can't challenge what you ignore.
ga090518,What a great day!,"AH, NATURE!",I swallowed a bee! Nature has a sense of humor.
